Height,Weight,Bark Days,Ear Head Ratio
45.81083987795863,14.243828475997265,19.0,0.3598703865992948
38.47659451249457,22.5075341694209,20.0,0.11920117683932278
29.705526987979564,22.08253469610754,16.0,0.13510571375535052
41.70649687836829,9.307472469841892,20.0,0.3237977028734559
38.318297932466436,26.067041873972638,23.0,0.19829709357763964
39.0063552294964,7.280853723893863,23.0,0.22107312494921025
44.70648793055161,17.616744181767626,18.0,0.3644155613344524
38.349807025622766,16.328696422550035,21.0,0.1418135891383686
45.71423223439438,38.33685883015272,19.0,0.19452226628295544
39.93590407560557,28.425204746350083,22.0,0.3218882217394088
30.938715627757965,15.896151443714091,19.0,0.3739369430569307
38.159352645386605,23.12536141068032,19.0,0.22713373460012024
43.67947318760095,25.201221039954778,23.0,0.30209869571728104
41.85796688738971,25.330132862283026,18.0,0.39691821541037
38.194259296080475,19.395963029302088,20.0,0.3009328373013024
40.270706252051895,-0.044243860295988924,21.0,0.31256434044694986
47.05697661850758,12.558443768860773,16.0,0.23393257056882452
40.77770099566118,13.550550237190926,20.0,0.12693348014625352
38.034072198395265,33.297683300016075,19.0,0.23128521104893363
44.609010592224635,17.436130947725506,21.0,0.1760493141275673
39.544025076739615,16.72278833045057,21.0,0.14185590959276384
48.32732281350796,26.03420748429997,23.0,0.23155759908025914
39.54661926017891,10.679739467496473,22.0,0.21214994015809946
33.031537246387245,30.747366988483634,23.0,0.13813060146313974
30.950048906601843,18.874722919716703,19.0,0.1574530431138625
48.90843001579398,13.26449841570627,22.0,0.35828798193997224
37.89917903017425,33.4004169031476,24.0,0.16990239044525618
36.929541255132904,12.120261147355233,23.0,0.1830691937044039
44.211299821529195,24.799122625885254,20.0,0.31111253924504634
42.38874524670878,14.671022533675382,20.0,0.39534693228014217
32.47761271289501,19.791037212443708,24.0,0.2859551047532861
34.56129914178778,12.190243111357628,23.0,0.16841357499574838
40.09625405542247,25.25368543244967,23.0,0.1557558560509747
36.63692761720579,25.593839222599854,18.0,0.3085348039133615
34.369605841531275,17.36948092469089,18.0,0.36539774719917884
40.51921123601642,16.335678649886773,25.0,0.22344156730209824
31.30337795347465,26.01287639228921,18.0,0.11586862659034046
39.932983072909806,14.180519109779809,19.0,0.12856223246125395
41.65145631142357,11.034860361843702,25.0,0.35834780330326244
39.34711503005278,28.59721431368985,21.0,0.1301262074209021
38.90507900424187,22.654132993708565,19.0,0.33287092098597626
48.28443601095819,22.297122771864373,19.0,0.27010658843003943
36.545323705217314,14.177229255318302,20.0,0.2796581366786405
38.09722145772749,11.299436298731685,24.0,0.1623986229285606
38.32064674634865,22.41269344960977,19.0,0.2867656749623411
40.660369463369264,47.43243978024081,23.0,0.11441066875383919
36.025199563414695,9.720508768392621,15.0,0.3704312542434304
43.062293383035716,34.546064550024155,19.0,0.17311619786814975
39.01925941775965,15.736143167512395,23.0,0.2899770928001709
47.88591991097497,27.7904639948825,24.0,0.39806147040498785
38.810657351302694,20.29624082129058,21.0,0.18343518890046517
42.25751403948583,11.955798032815066,20.0,0.3045114808832239
39.446607340272124,31.859801456601044,22.0,0.12671004410971126
39.624599930974895,29.925282594701372,22.0,0.2751423023006536
39.473378610478875,26.781740021394,16.0,0.2983919167763152
42.79441947623535,37.9405382425516,25.0,0.14721634400112046
41.29031689402205,22.072087097763916,21.0,0.3434676008176186
41.512767813464485,22.646982727156757,21.0,0.16872292121317953
34.519399664409285,17.348914068916258,23.0,0.1563183709440891
43.38563054093145,16.99150096713973,18.0,0.35604968252819
42.80399931820594,28.770590411947346,19.0,0.23865345592669038
42.597398044948164,21.014507174989067,22.0,0.35733969352687034
39.59435181258013,20.315634879313798,21.0,0.2159891762357662
37.02312026624095,22.79030987517462,19.0,0.3268324066451054
34.71601924212459,29.848303873223433,18.0,0.18333488748895285
40.359764814384555,15.50434600202633,22.0,0.2057771827457336
47.60100260044754,19.90128611927325,25.0,0.35588664980186036
42.4682728230224,18.211520663922464,21.0,0.16673441745492465
43.305661867273244,15.772837362782887,14.0,0.2737631347209353
32.856336461233354,16.72380109563456,23.0,0.19738611921110955
37.931099393572715,28.01519386088999,22.0,0.2708406349291225
40.47964229264095,24.233280188457194,22.0,0.1297038292511217
37.81760547083904,19.392078075636135,17.0,0.27369775423860254
42.60180490431715,15.050291423818548,21.0,0.24546990916651346
42.724307010360356,7.170474170615401,20.0,0.3857572038682229
37.26143876316031,25.156157399367107,19.0,0.21757766653879118
36.713673430784276,24.775102216207863,23.0,0.21628892321367973
33.565470848919546,22.92129410809133,17.0,0.35092428920671026
32.14322358298715,21.148945636095437,22.0,0.3420956422609496
33.4737501913455,20.150587064956543,21.0,0.3601964737346933
36.79972558624135,29.10368137311989,20.0,0.1183024152474732
44.209880568700285,25.53465263542537,19.0,0.26970088097228195
38.53301760926576,33.432821381679574,24.0,0.24800712783485082
35.38158422438032,26.67613188102212,22.0,0.3945372467701491
45.413220445650296,29.349643433895945,22.0,0.3432869636722493
40.79035640134903,18.97403329143836,24.0,0.1435412079494882
35.4811059155755,7.157208954943776,20.0,0.33591577885267565
38.43933902752348,13.536148107787522,21.0,0.10437324185177235
42.74100259506437,19.72219203384077,15.0,0.14873707158749244
37.770249185687874,27.27091512691854,23.0,0.217399253103746
36.57255275133672,21.775616680794194,21.0,0.3575941942852311
37.99388216543905,15.848080412455612,19.0,0.3870996293878475
38.28032153181839,18.503183644023714,20.0,0.14825256272135345
38.33866052808179,15.959057493709143,22.0,0.3323216006750639
45.36267480845495,15.918899210880074,22.0,0.3741139718381359
49.189346940805684,21.136489773711972,19.0,0.12803709551327006
35.70444926906358,18.857251090365374,18.0,0.14344413867020497
41.70448924477757,22.35316423451124,23.0,0.20871871794145747
38.108303816916695,32.96343000942185,21.0,0.30756397525215434
34.86937204101402,20.94594700595306,20.0,0.3951622948261909
44.28045721016812,16.56930346133707,18.0,0.27738820391692437
44.17702381657165,19.925117548547114,21.0,0.16295892923416344
37.47533164855378,32.947902133110915,22.0,0.19034783698037516
37.4606967790019,32.81706866789753,22.0,0.3980771682147456
37.65422924150043,28.523860845389756,21.0,0.11774665630675529
34.21933993449072,29.53715570008179,23.0,0.28223635742086756
42.374836486264805,24.866166144198345,26.0,0.27976514046689094
38.8379690925176,24.554595777700392,21.0,0.3308820287649894
40.844853146156375,15.729840847740276,17.0,0.3390814004255972
49.22643757308427,22.467596915683828,21.0,0.29644964730008877
38.0501059569073,15.990732445892785,21.0,0.20461697986250607
33.353066707367404,22.941000284682282,21.0,0.16807326691473512
40.0928420935579,11.9278532944328,18.0,0.1287560400504933
46.00689447858242,23.58623068676473,25.0,0.3959836600600549
45.28889443529804,6.089399911584287,20.0,0.38756784682240475
39.17531153976761,21.80225891022423,25.0,0.2370120107153511
38.86538256488746,15.479662348395795,26.0,0.3598393455386706
47.006068266674,32.53220278810929,19.0,0.22707771656996661
42.36607053328783,10.92193346802396,23.0,0.21383792469144314
42.47625833409924,20.273529167148045,22.0,0.3665966298192538
38.405123951409365,12.789878336352983,21.0,0.21475222542957204
35.17088791646279,19.503046807575334,26.0,0.16404105072711211
38.19031183669431,24.410635210340534,21.0,0.2689354350217546
37.4516917639813,26.1089523349649,23.0,0.1042832000407234
